date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2015-01-01,8.5,5.0,12.0,,,347.0,19.7,,,
2015-01-02,10.2,6.0,14.0,,,243.0,14.0,,,
2015-01-03,13.6,9.8,17.0,,,226.0,28.2,,,
2015-01-04,15.0,9.8,18.0,,,243.0,32.1,,,
2015-01-05,8.8,4.0,15.0,,,,9.1,,,
2015-01-06,10.8,7.0,16.0,,,,14.9,,,
2015-01-07,10.2,4.9,16.0,,,213.0,11.0,,,
2015-01-08,10.9,7.0,15.0,,,230.0,14.7,,,
2015-01-09,13.2,9.0,17.0,,,231.0,28.3,,,
2015-01-10,16.9,13.8,21.0,,,243.0,37.5,,,
2015-01-11,14.9,12.0,18.0,,,240.0,40.4,,,
2015-01-12,10.9,4.0,17.0,,,,10.4,,,
2015-01-13,8.0,1.0,14.0,,,,6.6,,,
2015-01-14,9.8,3.0,16.1,,,226.0,16.0,,,
2015-01-15,11.6,5.3,18.0,,,,13.6,,,
2015-01-16,11.0,5.0,20.0,,,,5.4,,,
2015-01-17,12.0,8.3,15.0,,,232.0,17.1,,,
2015-01-18,9.4,5.0,14.0,,,242.0,13.5,,,
2015-01-19,7.8,1.0,13.0,,,,8.0,,,
2015-01-20,9.2,6.0,13.2,,,,5.1,,,
2015-01-21,9.2,3.7,16.0,,,,9.4,,,
2015-01-22,8.3,4.0,11.0,,,,6.5,,,
2015-01-23,11.4,9.0,15.0,,,,10.2,,,
2015-01-24,12.0,9.0,14.9,,,,14.8,,,
2015-01-25,9.9,5.0,13.0,,,11.0,18.4,,,
2015-01-26,9.5,3.0,11.1,,,7.0,18.6,,,
2015-01-27,7.7,3.0,13.0,,,,10.2,,,
2015-01-28,7.1,2.6,12.0,,,,10.9,,,
2015-01-29,10.2,3.0,15.0,,,226.0,24.7,,,
2015-01-30,11.1,8.0,14.0,,,238.0,33.0,,,
2015-01-31,8.6,6.8,11.0,,,,9.9,,,
2015-02-01,7.6,3.9,11.0,,,230.0,22.8,,,
2015-02-02,6.7,2.8,12.0,,,233.0,21.7,,,
2015-02-03,7.9,3.0,13.4,,,,9.2,,,
2015-02-04,8.7,7.4,11.0,,,,15.6,,,
2015-02-05,7.9,3.8,14.0,,,,8.0,,,
2015-02-06,6.6,2.0,10.4,,,228.0,17.1,,,
2015-02-07,6.7,3.1,10.0,,,,11.6,,,
2015-02-08,8.3,5.0,12.8,,,234.0,18.3,,,
2015-02-09,7.8,5.0,10.0,,,14.0,19.6,,,
2015-02-10,10.1,7.0,16.0,,,232.0,19.6,,,
2015-02-11,8.5,3.0,15.0,,,,7.4,,,
2015-02-12,8.8,1.0,16.0,,,,9.0,,,
2015-02-13,7.7,0.0,15.0,,,184.0,8.9,,,
2015-02-14,7.9,1.0,15.0,,,,6.0,,,
2015-02-15,10.7,5.8,16.0,,,,8.0,,,
2015-02-16,10.3,8.6,13.1,,,,7.2,,,
2015-02-17,12.6,10.4,15.0,,,46.0,14.6,,,
2015-02-18,11.8,10.0,13.0,,,30.0,19.9,,,
2015-02-19,10.1,4.0,15.0,,,,8.5,,,
2015-02-20,7.9,0.9,15.0,,,,6.0,,,
2015-02-21,8.4,4.0,12.0,,,,5.3,,,
2015-02-22,10.4,6.4,14.0,,,,8.0,,,
2015-02-23,11.6,7.7,15.0,,,234.0,22.4,,,
2015-02-24,11.4,8.9,13.0,,,243.0,27.7,,,
2015-02-25,10.7,7.7,12.2,,,333.0,30.2,,,
2015-02-26,11.4,6.5,14.0,,,359.0,16.3,,,
2015-02-27,9.2,4.0,14.0,,,,8.2,,,
