date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2016-01-17,7.3,7.0,8.0,,,1.0,28.3,,1006.5,
2016-09-09,23.7,21.8,26.0,,,338.0,8.4,,1010.7,
2016-09-10,22.2,19.5,25.1,,,326.0,4.5,,1012.4,
2016-09-11,20.9,18.7,22.8,,,323.0,5.4,,1014.5,
2016-09-12,22.1,18.8,26.1,,,327.0,8.4,,1016.9,
2016-09-13,22.1,19.3,25.5,,,332.0,6.6,,1015.9,
2016-09-14,22.5,18.6,26.7,,,,4.0,,1014.8,
2016-09-15,22.9,19.1,27.1,,,,7.4,,1016.0,
2016-09-16,23.7,19.8,28.3,,,,7.6,,1016.2,
2016-09-17,23.8,20.5,27.2,,,304.0,8.3,,1012.8,
2016-09-18,20.4,17.2,25.0,,,287.0,4.1,,1011.6,
2016-09-19,16.9,15.2,21.1,,,297.0,7.2,,1007.5,
2016-09-20,20.9,17.1,23.0,,,0.0,17.5,,1010.5,
2016-09-21,20.2,18.0,24.0,,,316.0,6.6,,1013.3,
2016-09-22,19.3,16.5,21.6,,,324.0,12.1,,1018.0,
2016-09-23,19.5,16.7,23.2,,,325.0,9.1,,1023.6,
2016-09-24,19.2,16.0,22.7,,,328.0,8.5,,1024.0,
2016-09-25,19.2,16.2,22.9,,,317.0,9.6,,1019.8,
2016-09-26,19.3,16.4,22.8,,,328.0,8.7,,1018.5,
2016-09-27,19.6,16.8,23.5,,,323.0,9.3,,1021.9,
2016-09-28,19.5,16.6,23.2,,,322.0,7.3,,1027.1,
2016-09-29,18.9,15.1,22.6,,,320.0,7.9,,1026.7,
2016-09-30,18.7,15.3,23.0,,,,4.4,,1022.0,
2016-10-01,19.5,14.8,24.3,,,,6.3,,1018.3,
2016-10-02,21.0,18.6,22.1,,,,5.8,,1014.3,
2016-10-03,20.7,16.8,24.7,,,,6.5,,1018.0,
2016-10-04,19.0,16.7,21.2,,,339.0,12.8,,1019.0,
2016-10-05,17.5,14.0,19.7,,,1.0,19.0,,1017.6,
2016-10-07,18.0,16.5,21.0,,,5.0,13.5,,1010.3,
2016-10-08,16.8,14.5,18.9,,,338.0,12.2,,1016.1,
2016-10-09,17.7,14.0,21.0,,,,5.7,,1016.5,
2016-10-10,17.2,15.0,21.5,,,,5.2,,1013.2,
2016-10-11,14.8,13.6,16.3,,,311.0,4.1,,1010.0,
2016-10-12,13.3,11.1,16.4,,,331.0,12.8,,1012.0,
2016-10-13,14.9,10.4,18.9,,,,11.0,,1018.2,
2016-10-14,20.5,19.0,22.1,,,,19.9,,1015.2,
2016-10-15,21.0,17.1,24.1,,,198.0,11.3,,1014.3,
2016-10-16,18.8,17.1,20.7,,,344.0,12.4,,1020.0,
2016-10-17,17.8,15.7,20.1,,,,8.0,,1023.4,
2016-10-18,17.0,15.1,19.3,,,300.0,4.0,,1020.5,
2016-10-19,17.1,15.0,20.2,,,311.0,7.2,,1018.0,
2016-10-20,17.7,15.5,20.9,,,225.0,5.2,,1013.4,
2016-10-21,16.0,12.6,19.4,,,,3.1,,1011.0,
2016-10-22,16.0,13.9,18.7,,,325.0,5.6,,1015.3,
2016-10-23,17.1,14.2,19.1,,,212.0,6.0,,1017.9,
2016-10-24,18.4,14.4,21.1,,,200.0,8.6,,1022.0,
2016-10-25,18.7,16.5,20.1,,,,5.0,,1023.1,
2016-10-26,19.0,17.8,20.9,,,,9.7,,1020.3,
2016-10-27,18.5,17.5,19.5,,,36.0,17.9,,1020.3,
2016-10-28,16.0,13.6,17.3,,,30.0,21.2,,1025.7,
2016-10-29,15.2,12.1,18.6,,,327.0,8.8,,1024.9,
2016-10-30,16.7,14.4,20.2,,,11.0,11.5,,1022.6,
2016-10-31,15.6,12.7,17.4,,,18.0,17.5,,1024.2,
2016-11-01,13.7,10.2,17.6,,,,7.5,,1024.2,
2016-11-02,13.6,8.0,18.8,,,,3.3,,1018.6,
2016-11-03,15.9,11.9,20.7,,,,5.1,,1015.1,
2016-11-04,15.8,13.7,18.1,,,,5.3,,1020.1,
2016-11-05,16.8,11.6,19.6,,,,7.9,,1016.2,
2016-11-06,20.0,18.0,21.9,,,211.0,12.4,,1006.8,
2016-11-07,17.8,12.7,21.3,,,,6.0,,1006.5,
2016-11-08,13.9,11.9,17.1,,,,2.7,,1004.1,
2016-11-09,11.8,10.2,14.0,,,321.0,10.3,,1006.3,
2016-11-10,11.6,8.4,15.5,,,280.0,4.9,,1011.8,
2016-11-11,13.8,8.3,18.8,,,212.0,7.5,,1012.9,
2016-11-12,12.2,9.9,15.8,,,330.0,12.0,,1011.6,
2016-11-13,11.5,9.2,13.9,,,339.0,11.7,,1022.1,
2016-11-15,11.7,9.5,14.7,,,,5.9,,1027.8,
2016-11-16,10.8,8.2,13.8,,,295.0,4.3,,1026.0,
2016-11-17,11.7,9.3,15.8,,,,4.4,,1021.8,
2016-11-18,15.0,9.6,17.7,,,199.0,10.7,,1020.0,
2016-11-19,16.6,14.4,18.7,,,201.0,10.1,,1017.3,
2016-11-20,16.3,13.7,18.5,,,199.0,9.2,,1017.6,
2016-11-21,16.7,15.5,19.7,,,200.0,9.8,,1018.8,
2016-11-22,16.4,14.3,19.1,,,201.0,9.5,,1020.0,
2016-11-24,16.6,15.5,17.9,,,196.0,9.4,,1020.5,
2016-11-25,16.9,15.7,17.8,,,193.0,10.6,,1015.7,
2016-11-26,14.7,12.3,16.7,,,,4.1,,1015.7,
2016-11-27,12.8,10.6,16.0,,,,3.2,,1013.1,
2016-11-28,12.4,9.7,15.8,,,337.0,10.9,,1010.8,
