source,sector,gas,year,value
,Agriculture,All GHG,1990,44.88
,Agriculture,All GHG,1991,42.54
,Agriculture,All GHG,1992,41.92
,Agriculture,All GHG,1993,40.55
,Agriculture,All GHG,1994,40.05
,Agriculture,All GHG,1995,39.05
,Agriculture,All GHG,1996,39.45
,Agriculture,All GHG,1997,38.88
,Agriculture,All GHG,1998,38.74
,Agriculture,All GHG,1999,38.91
,Agriculture,All GHG,2000,38.83
,Agriculture,All GHG,2001,34.66
,Agriculture,All GHG,2002,36.98
,Agriculture,All GHG,2003,35.91
,Agriculture,All GHG,2004,36.45
,Agriculture,All GHG,2005,35.16
,Agriculture,All GHG,2006,35.05
,Agriculture,All GHG,2007,35.1
,Agriculture,All GHG,2008,34.87
,Agriculture,All GHG,2009,33.81
,Agriculture,All GHG,2010,33.9
,Agriculture,All GHG,2011,33.1
,Agriculture,All GHG,2012,33.69
,Agriculture,All GHG,2013,33.03
,Agriculture,All GHG,2014,32.65
,Agriculture,All GHG,2015,32.95
,Agriculture,All GHG,2016,33.45
,Agriculture,All GHG,2017,33.32
,Agriculture,All GHG,2018,32.77
,Agriculture,All GHG,2019,32.76
,Agriculture,All GHG,2020,33.83
,Agriculture,All GHG,2021,32.34
,Agriculture,All GHG,2022,31.69
,Agriculture,All GHG,2023,31.48
,Agriculture,CH4,1990,31.06
,Agriculture,CH4,1991,29.05
,Agriculture,CH4,1992,28.56
,Agriculture,CH4,1993,27.5
,Agriculture,CH4,1994,27.3
,Agriculture,CH4,1995,26.52
,Agriculture,CH4,1996,26.68
,Agriculture,CH4,1997,26.45
,Agriculture,CH4,1998,26.26
,Agriculture,CH4,1999,26.34
,Agriculture,CH4,2000,26.47
,Agriculture,CH4,2001,23.56
,Agriculture,CH4,2002,25.0
,Agriculture,CH4,2003,24.26
,Agriculture,CH4,2004,24.43
,Agriculture,CH4,2005,23.73
,Agriculture,CH4,2006,23.72
,Agriculture,CH4,2007,23.68
,Agriculture,CH4,2008,24.02
,Agriculture,CH4,2009,24.05
,Agriculture,CH4,2010,24.16
,Agriculture,CH4,2011,23.38
,Agriculture,CH4,2012,23.56
,Agriculture,CH4,2013,22.95
,Agriculture,CH4,2014,22.72
,Agriculture,CH4,2015,22.89
,Agriculture,CH4,2016,23.27
,Agriculture,CH4,2017,23.24
,Agriculture,CH4,2018,23.34
,Agriculture,CH4,2019,23.34
,Agriculture,CH4,2020,23.82
,Agriculture,CH4,2021,23.12
,Agriculture,CH4,2022,22.67
,Agriculture,CH4,2023,22.43
,Agriculture,N2O,1990,13.83
,Agriculture,N2O,1991,13.48
,Agriculture,N2O,1992,13.36
,Agriculture,N2O,1993,13.05
,Agriculture,N2O,1994,12.75
,Agriculture,N2O,1995,12.54
,Agriculture,N2O,1996,12.77
,Agriculture,N2O,1997,12.43
,Agriculture,N2O,1998,12.47
,Agriculture,N2O,1999,12.57
,Agriculture,N2O,2000,12.35
,Agriculture,N2O,2001,11.1
,Agriculture,N2O,2002,11.98
,Agriculture,N2O,2003,11.65
,Agriculture,N2O,2004,12.02
,Agriculture,N2O,2005,11.42
,Agriculture,N2O,2006,11.33
,Agriculture,N2O,2007,11.42
,Agriculture,N2O,2008,10.85
,Agriculture,N2O,2009,9.77
,Agriculture,N2O,2010,9.73
,Agriculture,N2O,2011,9.72
,Agriculture,N2O,2012,10.13
,Agriculture,N2O,2013,10.08
,Agriculture,N2O,2014,9.92
,Agriculture,N2O,2015,10.07
,Agriculture,N2O,2016,10.18
,Agriculture,N2O,2017,10.07
,Agriculture,N2O,2018,9.43
,Agriculture,N2O,2019,9.43
,Agriculture,N2O,2020,10.02
,Agriculture,N2O,2021,9.22
,Agriculture,N2O,2022,9.02
,Agriculture,N2O,2023,9.05
,Building,All GHG,1990,67.52
,Building,All GHG,1991,73.67
,Building,All GHG,1992,68.79
,Building,All GHG,1993,68.38
,Building,All GHG,1994,59.84
,Building,All GHG,1995,66.42
,Building,All GHG,1996,68.17
,Building,All GHG,1997,65.7
,Building,All GHG,1998,69.4
,Building,All GHG,1999,73.66
,Building,All GHG,2000,69.96
,Building,All GHG,2001,73.73
,Building,All GHG,2002,70.06
,Building,All GHG,2003,75.33
,Building,All GHG,2004,76.7
,Building,All GHG,2005,82.13
,Building,All GHG,2006,76.81
,Building,All GHG,2007,71.23
,Building,All GHG,2008,75.73
,Building,All GHG,2009,76.36
,Building,All GHG,2010,79.24
,Building,All GHG,2011,72.44
,Building,All GHG,2012,72.42
,Building,All GHG,2013,71.9
,Building,All GHG,2014,60.23
,Building,All GHG,2015,66.33
,Building,All GHG,2016,66.31
,Building,All GHG,2017,66.35
,Building,All GHG,2018,66.27
,Building,All GHG,2019,64.24
,Building,All GHG,2020,62.41
,Building,All GHG,2021,64.48
,Building,All GHG,2022,55.76
,Building,All GHG,2023,51.78
,Building,CH4,1990,0.45
,Building,CH4,1991,0.5
,Building,CH4,1992,0.53
,Building,CH4,1993,0.5
,Building,CH4,1994,0.53
,Building,CH4,1995,0.55
,Building,CH4,1996,0.55
,Building,CH4,1997,0.58
,Building,CH4,1998,0.58
,Building,CH4,1999,0.61
,Building,CH4,2000,0.66
,Building,CH4,2001,0.69
,Building,CH4,2002,0.95
,Building,CH4,2003,1.43
,Building,CH4,2004,0.99
,Building,CH4,2005,1.59
,Building,CH4,2006,1.84
,Building,CH4,2007,2.46
,Building,CH4,2008,2.89
,Building,CH4,2009,2.79
,Building,CH4,2010,2.72
,Building,CH4,2011,1.8
,Building,CH4,2012,2.52
,Building,CH4,2013,2.52
,Building,CH4,2014,2.16
,Building,CH4,2015,2.42
,Building,CH4,2016,2.35
,Building,CH4,2017,2.56
,Building,CH4,2018,2.38
,Building,CH4,2019,2.37
,Building,CH4,2020,2.29
,Building,CH4,2021,2.57
,Building,CH4,2022,2.33
,Building,CH4,2023,2.26
,Building,CO2,1990,66.98
,Building,CO2,1991,73.06
,Building,CO2,1992,68.15
,Building,CO2,1993,67.77
,Building,CO2,1994,59.22
,Building,CO2,1995,65.77
,Building,CO2,1996,67.52
,Building,CO2,1997,65.02
,Building,CO2,1998,68.71
,Building,CO2,1999,72.94
,Building,CO2,2000,69.19
,Building,CO2,2001,72.92
,Building,CO2,2002,68.96
,Building,CO2,2003,73.69
,Building,CO2,2004,75.55
,Building,CO2,2005,80.3
,Building,CO2,2006,74.71
,Building,CO2,2007,68.44
,Building,CO2,2008,72.45
,Building,CO2,2009,73.2
,Building,CO2,2010,76.15
,Building,CO2,2011,70.39
,Building,CO2,2012,69.57
,Building,CO2,2013,69.04
,Building,CO2,2014,57.79
,Building,CO2,2015,63.59
,Building,CO2,2016,63.65
,Building,CO2,2017,63.46
,Building,CO2,2018,63.58
,Building,CO2,2019,61.55
,Building,CO2,2020,59.83
,Building,CO2,2021,61.57
,Building,CO2,2022,53.12
,Building,CO2,2023,49.22
,Building,N2O,1990,0.1
,Building,N2O,1991,0.11
,Building,N2O,1992,0.11
,Building,N2O,1993,0.1
,Building,N2O,1994,0.09
,Building,N2O,1995,0.1
,Building,N2O,1996,0.1
,Building,N2O,1997,0.1
,Building,N2O,1998,0.11
,Building,N2O,1999,0.11
,Building,N2O,2000,0.11
,Building,N2O,2001,0.12
,Building,N2O,2002,0.15
,Building,N2O,2003,0.21
,Building,N2O,2004,0.16
,Building,N2O,2005,0.23
,Building,N2O,2006,0.26
,Building,N2O,2007,0.33
,Building,N2O,2008,0.39
,Building,N2O,2009,0.37
,Building,N2O,2010,0.36
,Building,N2O,2011,0.25
,Building,N2O,2012,0.34
,Building,N2O,2013,0.34
,Building,N2O,2014,0.29
,Building,N2O,2015,0.32
,Building,N2O,2016,0.31
,Building,N2O,2017,0.34
,Building,N2O,2018,0.31
,Building,N2O,2019,0.31
,Building,N2O,2020,0.3
,Building,N2O,2021,0.34
,Building,N2O,2022,0.31
,Building,N2O,2023,0.29
,Bunker Fuels,All GHG,1990,13.18
,Bunker Fuels,All GHG,1991,13.42
,Bunker Fuels,All GHG,1992,13.12
,Bunker Fuels,All GHG,1993,13.23
,Bunker Fuels,All GHG,1994,13.14
,Bunker Fuels,All GHG,1995,13.74
,Bunker Fuels,All GHG,1996,12.56
,Bunker Fuels,All GHG,1997,13.09
,Bunker Fuels,All GHG,1998,14.36
,Bunker Fuels,All GHG,1999,12.59
,Bunker Fuels,All GHG,2000,13.88
,Bunker Fuels,All GHG,2001,13.5
,Bunker Fuels,All GHG,2002,14.0
,Bunker Fuels,All GHG,2003,15.54
,Bunker Fuels,All GHG,2004,15.8
,Bunker Fuels,All GHG,2005,16.34
,Bunker Fuels,All GHG,2006,17.28
,Bunker Fuels,All GHG,2007,18.13
,Bunker Fuels,All GHG,2008,18.15
,Bunker Fuels,All GHG,2009,16.69
,Bunker Fuels,All GHG,2010,19.24
,Bunker Fuels,All GHG,2011,17.93
,Bunker Fuels,All GHG,2012,17.4
,Bunker Fuels,All GHG,2013,16.16
,Bunker Fuels,All GHG,2014,15.51
,Bunker Fuels,All GHG,2015,15.73
,Bunker Fuels,All GHG,2016,17.14
,Bunker Fuels,All GHG,2017,17.8
,Bunker Fuels,All GHG,2018,20.4
,Bunker Fuels,All GHG,2019,20.57
,Bunker Fuels,All GHG,2020,12.4
,Bunker Fuels,All GHG,2021,13.06
,Bunker Fuels,All GHG,2022,16.56
,Bunker Fuels,All GHG,2023,18.21
,Bunker Fuels,CH4,1990,0.02
,Bunker Fuels,CH4,1991,0.02
,Bunker Fuels,CH4,1992,0.02
,Bunker Fuels,CH4,1993,0.02
,Bunker Fuels,CH4,1994,0.02
,Bunker Fuels,CH4,1995,0.02
,Bunker Fuels,CH4,1996,0.02
,Bunker Fuels,CH4,1997,0.02
,Bunker Fuels,CH4,1998,0.02
,Bunker Fuels,CH4,1999,0.01
,Bunker Fuels,CH4,2000,0.02
,Bunker Fuels,CH4,2001,0.02
,Bunker Fuels,CH4,2002,0.02
,Bunker Fuels,CH4,2003,0.02
,Bunker Fuels,CH4,2004,0.02
,Bunker Fuels,CH4,2005,0.02
,Bunker Fuels,CH4,2006,0.02
,Bunker Fuels,CH4,2007,0.02
,Bunker Fuels,CH4,2008,0.02
,Bunker Fuels,CH4,2009,0.02
,Bunker Fuels,CH4,2010,0.03
,Bunker Fuels,CH4,2011,0.02
,Bunker Fuels,CH4,2012,0.02
,Bunker Fuels,CH4,2013,0.02
,Bunker Fuels,CH4,2014,0.02
,Bunker Fuels,CH4,2015,0.02
,Bunker Fuels,CH4,2016,0.02
,Bunker Fuels,CH4,2017,0.02
,Bunker Fuels,CH4,2018,0.02
,Bunker Fuels,CH4,2019,0.02
,Bunker Fuels,CH4,2020,0.02
,Bunker Fuels,CH4,2021,0.02
,Bunker Fuels,CH4,2022,0.02
,Bunker Fuels,CH4,2023,0.02
,Bunker Fuels,CO2,1990,13.07
,Bunker Fuels,CO2,1991,13.3
,Bunker Fuels,CO2,1992,13.0
,Bunker Fuels,CO2,1993,13.11
,Bunker Fuels,CO2,1994,13.03
,Bunker Fuels,CO2,1995,13.62
,Bunker Fuels,CO2,1996,12.46
,Bunker Fuels,CO2,1997,12.97
,Bunker Fuels,CO2,1998,14.24
,Bunker Fuels,CO2,1999,12.48
,Bunker Fuels,CO2,2000,13.77
,Bunker Fuels,CO2,2001,13.38
,Bunker Fuels,CO2,2002,13.89
,Bunker Fuels,CO2,2003,15.41
,Bunker Fuels,CO2,2004,15.67
,Bunker Fuels,CO2,2005,16.21
,Bunker Fuels,CO2,2006,17.14
,Bunker Fuels,CO2,2007,17.98
,Bunker Fuels,CO2,2008,18.0
,Bunker Fuels,CO2,2009,16.55
,Bunker Fuels,CO2,2010,19.08
,Bunker Fuels,CO2,2011,17.78
,Bunker Fuels,CO2,2012,17.25
,Bunker Fuels,CO2,2013,16.02
,Bunker Fuels,CO2,2014,15.38
,Bunker Fuels,CO2,2015,15.6
,Bunker Fuels,CO2,2016,16.99
,Bunker Fuels,CO2,2017,17.65
,Bunker Fuels,CO2,2018,20.23
,Bunker Fuels,CO2,2019,20.4
,Bunker Fuels,CO2,2020,12.3
,Bunker Fuels,CO2,2021,12.94
,Bunker Fuels,CO2,2022,16.42
,Bunker Fuels,CO2,2023,18.06
,Bunker Fuels,N2O,1990,0.09
,Bunker Fuels,N2O,1991,0.09
,Bunker Fuels,N2O,1992,0.09
,Bunker Fuels,N2O,1993,0.09
,Bunker Fuels,N2O,1994,0.09
,Bunker Fuels,N2O,1995,0.1
,Bunker Fuels,N2O,1996,0.09
,Bunker Fuels,N2O,1997,0.09
,Bunker Fuels,N2O,1998,0.1
,Bunker Fuels,N2O,1999,0.09
,Bunker Fuels,N2O,2000,0.1
,Bunker Fuels,N2O,2001,0.1
,Bunker Fuels,N2O,2002,0.1
,Bunker Fuels,N2O,2003,0.11
,Bunker Fuels,N2O,2004,0.11
,Bunker Fuels,N2O,2005,0.12
,Bunker Fuels,N2O,2006,0.12
,Bunker Fuels,N2O,2007,0.13
,Bunker Fuels,N2O,2008,0.13
,Bunker Fuels,N2O,2009,0.12
,Bunker Fuels,N2O,2010,0.14
,Bunker Fuels,N2O,2011,0.13
,Bunker Fuels,N2O,2012,0.12
,Bunker Fuels,N2O,2013,0.11
,Bunker Fuels,N2O,2014,0.11
,Bunker Fuels,N2O,2015,0.11
,Bunker Fuels,N2O,2016,0.12
,Bunker Fuels,N2O,2017,0.13
,Bunker Fuels,N2O,2018,0.15
,Bunker Fuels,N2O,2019,0.15
,Bunker Fuels,N2O,2020,0.09
,Bunker Fuels,N2O,2021,0.09
,Bunker Fuels,N2O,2022,0.12
,Bunker Fuels,N2O,2023,0.13
,Electricity/Heat,All GHG,1990,143.86
,Electricity/Heat,All GHG,1991,139.41
,Electricity/Heat,All GHG,1992,138.65
,Electricity/Heat,All GHG,1993,135.27
,Electricity/Heat,All GHG,1994,137.87
,Electricity/Heat,All GHG,1995,150.46
,Electricity/Heat,All GHG,1996,145.82
,Electricity/Heat,All GHG,1997,148.05
,Electricity/Heat,All GHG,1998,151.92
,Electricity/Heat,All GHG,1999,147.83
,Electricity/Heat,All GHG,2000,153.3
,Electricity/Heat,All GHG,2001,149.64
,Electricity/Heat,All GHG,2002,159.35
,Electricity/Heat,All GHG,2003,165.0
,Electricity/Heat,All GHG,2004,178.9
,Electricity/Heat,All GHG,2005,178.32
,Electricity/Heat,All GHG,2006,180.29
,Electricity/Heat,All GHG,2007,180.04
,Electricity/Heat,All GHG,2008,174.11
,Electricity/Heat,All GHG,2009,147.89
,Electricity/Heat,All GHG,2010,153.67
,Electricity/Heat,All GHG,2011,152.6
,Electricity/Heat,All GHG,2012,144.62
,Electricity/Heat,All GHG,2013,123.21
,Electricity/Heat,All GHG,2014,114.32
,Electricity/Heat,All GHG,2015,121.46
,Electricity/Heat,All GHG,2016,118.74
,Electricity/Heat,All GHG,2017,121.73
,Electricity/Heat,All GHG,2018,113.92
,Electricity/Heat,All GHG,2019,108.94
,Electricity/Heat,All GHG,2020,97.52
,Electricity/Heat,All GHG,2021,97.76
,Electricity/Heat,All GHG,2022,107.3
,Electricity/Heat,All GHG,2023,86.83
,Electricity/Heat,CH4,1990,0.11
,Electricity/Heat,CH4,1991,0.11
,Electricity/Heat,CH4,1992,0.11
,Electricity/Heat,CH4,1993,0.11
,Electricity/Heat,CH4,1994,0.11
,Electricity/Heat,CH4,1995,0.12
,Electricity/Heat,CH4,1996,0.12
,Electricity/Heat,CH4,1997,0.12
,Electricity/Heat,CH4,1998,0.12
,Electricity/Heat,CH4,1999,0.12
,Electricity/Heat,CH4,2000,0.12
,Electricity/Heat,CH4,2001,0.12
,Electricity/Heat,CH4,2002,0.13
,Electricity/Heat,CH4,2003,0.15
,Electricity/Heat,CH4,2004,0.17
,Electricity/Heat,CH4,2005,0.17
,Electricity/Heat,CH4,2006,0.18
,Electricity/Heat,CH4,2007,0.18
,Electricity/Heat,CH4,2008,0.17
,Electricity/Heat,CH4,2009,0.16
,Electricity/Heat,CH4,2010,0.17
,Electricity/Heat,CH4,2011,0.19
,Electricity/Heat,CH4,2012,0.19
,Electricity/Heat,CH4,2013,0.19
,Electricity/Heat,CH4,2014,0.19
,Electricity/Heat,CH4,2015,0.19
,Electricity/Heat,CH4,2016,0.19
,Electricity/Heat,CH4,2017,0.19
,Electricity/Heat,CH4,2018,0.19
,Electricity/Heat,CH4,2019,0.19
,Electricity/Heat,CH4,2020,0.18
,Electricity/Heat,CH4,2021,0.18
,Electricity/Heat,CH4,2022,0.18
,Electricity/Heat,CH4,2023,0.16
,Electricity/Heat,CO2,1990,143.46
,Electricity/Heat,CO2,1991,139.02
,Electricity/Heat,CO2,1992,138.27
,Electricity/Heat,CO2,1993,134.91
,Electricity/Heat,CO2,1994,137.5
,Electricity/Heat,CO2,1995,150.06
,Electricity/Heat,CO2,1996,145.43
,Electricity/Heat,CO2,1997,147.66
,Electricity/Heat,CO2,1998,151.52
,Electricity/Heat,CO2,1999,147.45
,Electricity/Heat,CO2,2000,152.9
,Electricity/Heat,CO2,2001,149.24
,Electricity/Heat,CO2,2002,158.91
,Electricity/Heat,CO2,2003,164.5
,Electricity/Heat,CO2,2004,178.32
,Electricity/Heat,CO2,2005,177.76
,Electricity/Heat,CO2,2006,179.72
,Electricity/Heat,CO2,2007,179.47
,Electricity/Heat,CO2,2008,173.55
,Electricity/Heat,CO2,2009,147.37
,Electricity/Heat,CO2,2010,153.13
,Electricity/Heat,CO2,2011,152.01
,Electricity/Heat,CO2,2012,144.03
,Electricity/Heat,CO2,2013,122.62
,Electricity/Heat,CO2,2014,113.74
,Electricity/Heat,CO2,2015,120.89
,Electricity/Heat,CO2,2016,118.19
,Electricity/Heat,CO2,2017,121.19
,Electricity/Heat,CO2,2018,113.4
,Electricity/Heat,CO2,2019,108.46
,Electricity/Heat,CO2,2020,97.06
,Electricity/Heat,CO2,2021,97.31
,Electricity/Heat,CO2,2022,106.81
,Electricity/Heat,CO2,2023,86.43
,Electricity/Heat,N2O,1990,0.29
,Electricity/Heat,N2O,1991,0.28
,Electricity/Heat,N2O,1992,0.27
,Electricity/Heat,N2O,1993,0.25
,Electricity/Heat,N2O,1994,0.26
,Electricity/Heat,N2O,1995,0.29
,Electricity/Heat,N2O,1996,0.27
,Electricity/Heat,N2O,1997,0.27
,Electricity/Heat,N2O,1998,0.27
,Electricity/Heat,N2O,1999,0.26
,Electricity/Heat,N2O,2000,0.27
,Electricity/Heat,N2O,2001,0.29
,Electricity/Heat,N2O,2002,0.32
,Electricity/Heat,N2O,2003,0.35
,Electricity/Heat,N2O,2004,0.4
,Electricity/Heat,N2O,2005,0.39
,Electricity/Heat,N2O,2006,0.4
,Electricity/Heat,N2O,2007,0.4
,Electricity/Heat,N2O,2008,0.39
,Electricity/Heat,N2O,2009,0.36
,Electricity/Heat,N2O,2010,0.36
,Electricity/Heat,N2O,2011,0.4
,Electricity/Heat,N2O,2012,0.41
,Electricity/Heat,N2O,2013,0.4
,Electricity/Heat,N2O,2014,0.39
,Electricity/Heat,N2O,2015,0.39
,Electricity/Heat,N2O,2016,0.36
,Electricity/Heat,N2O,2017,0.35
,Electricity/Heat,N2O,2018,0.33
,Electricity/Heat,N2O,2019,0.3
,Electricity/Heat,N2O,2020,0.28
,Electricity/Heat,N2O,2021,0.27
,Electricity/Heat,N2O,2022,0.31
,Electricity/Heat,N2O,2023,0.24
,Energy,All GHG,1990,395.24
,Energy,All GHG,1991,394.4
,Energy,All GHG,1992,392.05
,Energy,All GHG,1993,389.12
,Energy,All GHG,1994,384.79
,Energy,All GHG,1995,407.73
,Energy,All GHG,1996,404.86
,Energy,All GHG,1997,408.14
,Energy,All GHG,1998,418.87
,Energy,All GHG,1999,424.91
,Energy,All GHG,2000,427.68
,Energy,All GHG,2001,427.45
,Energy,All GHG,2002,434.86
,Energy,All GHG,2003,453.8
,Energy,All GHG,2004,463.25
,Energy,All GHG,2005,465.45
,Energy,All GHG,2006,458.38
,Energy,All GHG,2007,451.26
,Energy,All GHG,2008,439.06
,Energy,All GHG,2009,393.38
,Energy,All GHG,2010,401.79
,Energy,All GHG,2011,392.73
,Energy,All GHG,2012,375.84
,Energy,All GHG,2013,346.48
,Energy,All GHG,2014,327.42
,Energy,All GHG,2015,338.37
,Energy,All GHG,2016,334.17
,Energy,All GHG,2017,330.24
,Energy,All GHG,2018,325.73
,Energy,All GHG,2019,317.92
,Energy,All GHG,2020,282.22
,Energy,All GHG,2021,315.61
,Energy,All GHG,2022,318.68
,Energy,All GHG,2023,292.17
,Energy,CH4,1990,3.62
,Energy,CH4,1991,3.77
,Energy,CH4,1992,3.86
,Energy,CH4,1993,3.92
,Energy,CH4,1994,3.94
,Energy,CH4,1995,4.2
,Energy,CH4,1996,4.27
,Energy,CH4,1997,4.4
,Energy,CH4,1998,4.55
,Energy,CH4,1999,4.66
,Energy,CH4,2000,4.74
,Energy,CH4,2001,4.73
,Energy,CH4,2002,5.04
,Energy,CH4,2003,5.8
,Energy,CH4,2004,5.46
,Energy,CH4,2005,6.22
,Energy,CH4,2006,6.37
,Energy,CH4,2007,6.93
,Energy,CH4,2008,7.3
,Energy,CH4,2009,6.84
,Energy,CH4,2010,6.99
,Energy,CH4,2011,5.9
,Energy,CH4,2012,6.47
,Energy,CH4,2013,6.3
,Energy,CH4,2014,5.71
,Energy,CH4,2015,6.14
,Energy,CH4,2016,6.04
,Energy,CH4,2017,6.33
,Energy,CH4,2018,6.13
,Energy,CH4,2019,6.16
,Energy,CH4,2020,5.87
,Energy,CH4,2021,6.38
,Energy,CH4,2022,5.85
,Energy,CH4,2023,5.57
,Energy,CO2,1990,389.41
,Energy,CO2,1991,388.38
,Energy,CO2,1992,385.84
,Energy,CO2,1993,382.86
,Energy,CO2,1994,378.49
,Energy,CO2,1995,401.1
,Energy,CO2,1996,398.16
,Energy,CO2,1997,401.29
,Energy,CO2,1998,411.8
,Energy,CO2,1999,417.73
,Energy,CO2,2000,420.43
,Energy,CO2,2001,420.18
,Energy,CO2,2002,427.18
,Energy,CO2,2003,445.26
,Energy,CO2,2004,455.0
,Energy,CO2,2005,456.43
,Energy,CO2,2006,449.18
,Energy,CO2,2007,441.46
,Energy,CO2,2008,428.85
,Energy,CO2,2009,383.72
,Energy,CO2,2010,391.99
,Energy,CO2,2011,384.1
,Energy,CO2,2012,366.68
,Energy,CO2,2013,337.58
,Energy,CO2,2014,319.16
,Energy,CO2,2015,329.67
,Energy,CO2,2016,325.66
,Energy,CO2,2017,321.48
,Energy,CO2,2018,317.13
,Energy,CO2,2019,309.31
,Energy,CO2,2020,274.23
,Energy,CO2,2021,306.76
,Energy,CO2,2022,310.29
,Energy,CO2,2023,284.1
,Energy,N2O,1990,2.21
,Energy,N2O,1991,2.25
,Energy,N2O,1992,2.34
,Energy,N2O,1993,2.34
,Energy,N2O,1994,2.36
,Energy,N2O,1995,2.43
,Energy,N2O,1996,2.42
,Energy,N2O,1997,2.45
,Energy,N2O,1998,2.52
,Energy,N2O,1999,2.53
,Energy,N2O,2000,2.51
,Energy,N2O,2001,2.55
,Energy,N2O,2002,2.63
,Energy,N2O,2003,2.74
,Energy,N2O,2004,2.79
,Energy,N2O,2005,2.8
,Energy,N2O,2006,2.82
,Energy,N2O,2007,2.88
,Energy,N2O,2008,2.9
,Energy,N2O,2009,2.82
,Energy,N2O,2010,2.82
,Energy,N2O,2011,2.72
,Energy,N2O,2012,2.69
,Energy,N2O,2013,2.6
,Energy,N2O,2014,2.56
,Energy,N2O,2015,2.57
,Energy,N2O,2016,2.48
,Energy,N2O,2017,2.43
,Energy,N2O,2018,2.48
,Energy,N2O,2019,2.46
,Energy,N2O,2020,2.12
,Energy,N2O,2021,2.46
,Energy,N2O,2022,2.54
,Energy,N2O,2023,2.5
,Fugitive Emissions,All GHG,1990,2.33
,Fugitive Emissions,All GHG,1991,2.41
,Fugitive Emissions,All GHG,1992,2.42
,Fugitive Emissions,All GHG,1993,2.47
,Fugitive Emissions,All GHG,1994,2.44
,Fugitive Emissions,All GHG,1995,2.63
,Fugitive Emissions,All GHG,1996,2.7
,Fugitive Emissions,All GHG,1997,2.79
,Fugitive Emissions,All GHG,1998,2.92
,Fugitive Emissions,All GHG,1999,3.01
,Fugitive Emissions,All GHG,2000,3.06
,Fugitive Emissions,All GHG,2001,3.02
,Fugitive Emissions,All GHG,2002,3.08
,Fugitive Emissions,All GHG,2003,3.36
,Fugitive Emissions,All GHG,2004,3.46
,Fugitive Emissions,All GHG,2005,3.67
,Fugitive Emissions,All GHG,2006,3.59
,Fugitive Emissions,All GHG,2007,3.55
,Fugitive Emissions,All GHG,2008,3.51
,Fugitive Emissions,All GHG,2009,3.17
,Fugitive Emissions,All GHG,2010,3.38
,Fugitive Emissions,All GHG,2011,3.19
,Fugitive Emissions,All GHG,2012,3.08
,Fugitive Emissions,All GHG,2013,2.92
,Fugitive Emissions,All GHG,2014,2.66
,Fugitive Emissions,All GHG,2015,2.83
,Fugitive Emissions,All GHG,2016,2.82
,Fugitive Emissions,All GHG,2017,2.92
,Fugitive Emissions,All GHG,2018,2.89
,Fugitive Emissions,All GHG,2019,2.91
,Fugitive Emissions,All GHG,2020,2.83
,Fugitive Emissions,All GHG,2021,2.96
,Fugitive Emissions,All GHG,2022,2.65
,Fugitive Emissions,All GHG,2023,2.45
,Fugitive Emissions,CH4,1990,2.28
,Fugitive Emissions,CH4,1991,2.35
,Fugitive Emissions,CH4,1992,2.36
,Fugitive Emissions,CH4,1993,2.41
,Fugitive Emissions,CH4,1994,2.38
,Fugitive Emissions,CH4,1995,2.58
,Fugitive Emissions,CH4,1996,2.65
,Fugitive Emissions,CH4,1997,2.73
,Fugitive Emissions,CH4,1998,2.86
,Fugitive Emissions,CH4,1999,2.95
,Fugitive Emissions,CH4,2000,3.02
,Fugitive Emissions,CH4,2001,2.97
,Fugitive Emissions,CH4,2002,3.04
,Fugitive Emissions,CH4,2003,3.31
,Fugitive Emissions,CH4,2004,3.41
,Fugitive Emissions,CH4,2005,3.62
,Fugitive Emissions,CH4,2006,3.54
,Fugitive Emissions,CH4,2007,3.51
,Fugitive Emissions,CH4,2008,3.46
,Fugitive Emissions,CH4,2009,3.13
,Fugitive Emissions,CH4,2010,3.34
,Fugitive Emissions,CH4,2011,3.15
,Fugitive Emissions,CH4,2012,3.04
,Fugitive Emissions,CH4,2013,2.88
,Fugitive Emissions,CH4,2014,2.63
,Fugitive Emissions,CH4,2015,2.79
,Fugitive Emissions,CH4,2016,2.78
,Fugitive Emissions,CH4,2017,2.89
,Fugitive Emissions,CH4,2018,2.86
,Fugitive Emissions,CH4,2019,2.87
,Fugitive Emissions,CH4,2020,2.8
,Fugitive Emissions,CH4,2021,2.93
,Fugitive Emissions,CH4,2022,2.62
,Fugitive Emissions,CH4,2023,2.42
,Fugitive Emissions,CO2,1990,
,Fugitive Emissions,CO2,1991,
,Fugitive Emissions,CO2,1992,
,Fugitive Emissions,CO2,1993,
,Fugitive Emissions,CO2,1994,
,Fugitive Emissions,CO2,1995,
,Fugitive Emissions,CO2,1996,
,Fugitive Emissions,CO2,1997,
,Fugitive Emissions,CO2,1998,
,Fugitive Emissions,CO2,1999,
,Fugitive Emissions,CO2,2000,
,Fugitive Emissions,CO2,2001,
,Fugitive Emissions,CO2,2002,
,Fugitive Emissions,CO2,2003,
,Fugitive Emissions,CO2,2004,
,Fugitive Emissions,CO2,2005,
,Fugitive Emissions,CO2,2006,
,Fugitive Emissions,CO2,2007,
,Fugitive Emissions,CO2,2008,
,Fugitive Emissions,CO2,2009,
,Fugitive Emissions,CO2,2010,
,Fugitive Emissions,CO2,2011,
,Fugitive Emissions,CO2,2012,
,Fugitive Emissions,CO2,2013,0.01
,Fugitive Emissions,CO2,2014,0.0
,Fugitive Emissions,CO2,2015,0.0
