ANNO,CODICE_MESE,NOME_MESE,CODICE_PRODOTTO,NOME_PRODOTTO,PREZZO,IVA,ACCISA,NETTO
1999,10,Ottobre,8,O.C. denso BTZ,"176,85",0,"31,39","145,46"
1999,11,Novembre,8,O.C. denso BTZ,"177,21",0,"31,39","145,82"
1999,12,Dicembre,8,O.C. denso BTZ,"179,77",0,"31,39","148,39"
2000,1,Gennaio,8,O.C. denso BTZ,"186,14",0,"31,39","154,75"
2000,2,Febbraio,8,O.C. denso BTZ,"210,23",0,"31,39","178,84"
2000,3,Marzo,8,O.C. denso BTZ,"218,08",0,"31,39","186,69"
2000,4,Aprile,8,O.C. denso BTZ,"205,74",0,"31,39","174,35"
2000,5,Maggio,8,O.C. denso BTZ,"209,9",0,"31,39","178,51"
2000,6,Giugno,8,O.C. denso BTZ,"231,37",0,"31,39","199,98"
2000,7,Luglio,8,O.C. denso BTZ,"239,07",0,"31,39","207,68"
2000,8,Agosto,8,O.C. denso BTZ,"221,08",0,"31,39","189,69"
2000,9,Settembre,8,O.C. denso BTZ,"246,57",0,"31,39","215,18"
2000,10,Ottobre,8,O.C. denso BTZ,"275,89",0,"31,39","244,5"
2000,11,Novembre,8,O.C. denso BTZ,"264,58",0,"31,39","233,19"
2000,12,Dicembre,8,O.C. denso BTZ,"253,14",0,"31,39","221,75"
2001,1,Gennaio,8,O.C. denso BTZ,"218,47",0,"31,39","187,08"
2001,2,Febbraio,8,O.C. denso BTZ,"209,1",0,"31,39","177,71"
2001,3,Marzo,8,O.C. denso BTZ,"205,34",0,"31,39","173,95"
2001,4,Aprile,8,O.C. denso BTZ,"211,84",0,"31,39","180,45"
2001,5,Maggio,8,O.C. denso BTZ,"215,75",0,"31,39","184,36"
2001,6,Giugno,8,O.C. denso BTZ,"211,7",0,"31,39","180,31"
2001,7,Luglio,8,O.C. denso BTZ,"205,86",0,"31,39","174,47"
2001,8,Agosto,8,O.C. denso BTZ,"203,6",0,"31,39","172,21"
2001,9,Settembre,8,O.C. denso BTZ,"208,99",0,"31,39","177,6"
2001,10,Ottobre,8,O.C. denso BTZ,"186,42",0,"31,39","155,04"
2001,11,Novembre,8,O.C. denso BTZ,"172,24",0,"31,39","140,85"
2001,12,Dicembre,8,O.C. denso BTZ,"174,41",0,"31,39","143,02"
2002,1,Gennaio,8,O.C. denso BTZ,"194,58",0,"31,39","163,19"
2002,2,Febbraio,8,O.C. denso BTZ,"193,38",0,"31,39","161,99"
2002,3,Marzo,8,O.C. denso BTZ,"200,19",0,"31,39","168,8"
2002,4,Aprile,8,O.C. denso BTZ,"219,29",0,"31,39","187,9"
2002,5,Maggio,8,O.C. denso BTZ,"217,25",0,"31,39","185,86"
2002,6,Giugno,8,O.C. denso BTZ,"208,65",0,"31,39","177,26"
2002,7,Luglio,8,O.C. denso BTZ,"202,73",0,"31,39","171,34"
2002,8,Agosto,8,O.C. denso BTZ,"208,13",0,"31,39","176,74"
2002,9,Settembre,8,O.C. denso BTZ,"224,7",0,"31,39","193,31"
2002,10,Ottobre,8,O.C. denso BTZ,"234,01",0,"31,39","202,62"
2002,11,Novembre,8,O.C. denso BTZ,"212,05",0,"31,39","180,66"
2002,12,Dicembre,8,O.C. denso BTZ,"219,48",0,"31,39","188,09"
2003,1,Gennaio,8,O.C. denso BTZ,"245,38",0,"31,39","213,99"
2003,2,Febbraio,8,O.C. denso BTZ,"261,68",0,"31,39","230,29"
2003,3,Marzo,8,O.C. denso BTZ,"260,65",0,"31,39","229,26"
2003,4,Aprile,8,O.C. denso BTZ,"214,7",0,"31,39","183,3"
2003,5,Maggio,8,O.C. denso BTZ,"196,39",0,"31,39",165
2003,6,Giugno,8,O.C. denso BTZ,"204,45",0,"31,39","173,06"
2003,7,Luglio,8,O.C. denso BTZ,"244,77",0,"31,39","213,38"
2003,8,Agosto,8,O.C. denso BTZ,"244,56",0,"31,39","213,17"
2003,9,Settembre,8,O.C. denso BTZ,"227,87",0,"31,39","196,48"
2003,10,Ottobre,8,O.C. denso BTZ,"228,75",0,"31,39","197,36"
2003,11,Novembre,8,O.C. denso BTZ,"231,98",0,"31,39","200,59"
2003,12,Dicembre,8,O.C. denso BTZ,"211,76",0,"31,39","180,37"
2004,1,Gennaio,8,O.C. denso BTZ,"215,81",0,"31,39","184,42"
2004,2,Febbraio,8,O.C. denso BTZ,"210,07",0,"31,39","178,68"
2004,3,Marzo,8,O.C. denso BTZ,"218,96",0,"31,39","187,57"
2004,4,Aprile,8,O.C. denso BTZ,222,0,"31,39","190,61"
2004,5,Maggio,8,O.C. denso BTZ,"239,06",0,"31,39","207,67"
2004,6,Giugno,8,O.C. denso BTZ,"242,51",0,"31,39","211,12"
2004,7,Luglio,8,O.C. denso BTZ,"235,62",0,"31,39","204,23"
2004,8,Agosto,8,O.C. denso BTZ,"233,74",0,"31,39","202,35"
2004,9,Settembre,8,O.C. denso BTZ,"234,26",0,"31,39","202,87"
2004,10,Ottobre,8,O.C. denso BTZ,"251,39",0,"31,39",220
2004,11,Novembre,8,O.C. denso BTZ,"246,5",0,"31,39","215,11"
2004,12,Dicembre,8,O.C. denso BTZ,"232,48",0,"31,39","201,09"
2005,1,Gennaio,8,O.C. denso BTZ,"239,21",0,"31,39","207,82"
2005,2,Febbraio,8,O.C. denso BTZ,"246,18",0,"31,39","214,79"
2005,3,Marzo,8,O.C. denso BTZ,"270,12",0,"31,39","238,73"
2005,4,Aprile,8,O.C. denso BTZ,"294,9",0,"31,39","263,51"
2005,5,Maggio,8,O.C. denso BTZ,"286,77",0,"31,39","255,38"
2005,6,Giugno,8,O.C. denso BTZ,"300,23",0,"31,39","268,84"
2005,7,Luglio,8,O.C. denso BTZ,"323,19",0,"31,39","291,8"
2005,8,Agosto,8,O.C. denso BTZ,"323,39",0,"31,39",292
2005,9,Settembre,8,O.C. denso BTZ,"354,98",0,"31,39","323,58"
2005,10,Ottobre,8,O.C. denso BTZ,"364,55",0,"31,39","333,16"
2005,11,Novembre,8,O.C. denso BTZ,"349,02",0,"31,39","317,63"
2005,12,Dicembre,8,O.C. denso BTZ,"344,61",0,"31,39","313,22"
2006,1,Gennaio,8,O.C. denso BTZ,"361,92",0,"31,39","330,53"
2006,2,Febbraio,8,O.C. denso BTZ,"379,82",0,"31,39","348,43"
2006,3,Marzo,8,O.C. denso BTZ,"371,87",0,"31,39","340,48"
2006,4,Aprile,8,O.C. denso BTZ,"363,02",0,"31,39","331,63"
2006,5,Maggio,8,O.C. denso BTZ,"361,72",0,"31,39","330,33"
2006,6,Giugno,8,O.C. denso BTZ,"350,58",0,"31,39","319,19"
2006,7,Luglio,8,O.C. denso BTZ,"350,93",0,"31,39","319,54"
2006,8,Agosto,8,O.C. denso BTZ,"355,64",0,"31,39","324,25"
2006,9,Settembre,8,O.C. denso BTZ,"319,94",0,"31,39","288,55"
2006,10,Ottobre,8,O.C. denso BTZ,"296,83",0,"31,39","265,44"
2006,11,Novembre,8,O.C. denso BTZ,"293,6",0,"31,39","262,21"
2006,12,Dicembre,8,O.C. denso BTZ,"284,65",0,"31,39","253,26"
2007,1,Gennaio,8,O.C. denso BTZ,"274,8",0,"31,39","243,41"
2007,2,Febbraio,8,O.C. denso BTZ,"282,64",0,"31,39","251,25"
2007,3,Marzo,8,O.C. denso BTZ,"296,56",0,"31,39","265,17"
2007,4,Aprile,8,O.C. denso BTZ,"317,02",0,"31,39","285,63"
2007,5,Maggio,8,O.C. denso BTZ,"332,96",0,"31,39","301,57"
2007,6,Giugno,8,O.C. denso BTZ,"344,33",0,"31,39","312,94"
2007,7,Luglio,8,O.C. denso BTZ,"366,51",0,"31,39","335,12"
2007,8,Agosto,8,O.C. denso BTZ,"365,32",0,"31,39","333,93"
2007,9,Settembre,8,O.C. denso BTZ,"362,04",0,"31,39","330,65"
2007,10,Ottobre,8,O.C. denso BTZ,"374,21",0,"31,39","342,82"
2007,11,Novembre,8,O.C. denso BTZ,"419,36",0,"31,39","387,97"
2007,12,Dicembre,8,O.C. denso BTZ,"413,14",0,"31,39","381,75"
2008,1,Gennaio,8,O.C. denso BTZ,"426,03",0,"31,39","394,64"
2008,2,Febbraio,8,O.C. denso BTZ,"409,22",0,"31,39","377,83"
2008,3,Marzo,8,O.C. denso BTZ,"418,91",0,"31,39","387,52"
2008,4,Aprile,8,O.C. denso BTZ,"428,79",0,"31,39","397,4"
2008,5,Maggio,8,O.C. denso BTZ,"464,96",0,"31,39","433,57"
2008,6,Giugno,8,O.C. denso BTZ,"508,75",0,"31,39","477,36"
2008,7,Luglio,8,O.C. denso BTZ,"559,25",0,"31,39","527,86"
2008,8,Agosto,8,O.C. denso BTZ,"521,49",0,"31,39","490,1"
2008,9,Settembre,8,O.C. denso BTZ,"485,01",0,"31,39","453,62"
2008,10,Ottobre,8,O.C. denso BTZ,"425,83",0,"31,39","394,44"
2008,11,Novembre,8,O.C. denso BTZ,"343,28",0,"31,39","311,89"
2008,12,Dicembre,8,O.C. denso BTZ,"290,32",0,"31,39","258,93"
2009,1,Gennaio,8,O.C. denso BTZ,"270,79",0,"31,39","239,4"
2009,2,Febbraio,8,O.C. denso BTZ,"283,81",0,"31,39","252,42"
2009,3,Marzo,8,O.C. denso BTZ,"286,08",0,"31,39","254,69"
2009,4,Aprile,8,O.C. denso BTZ,"296,54",0,"31,39","265,15"
2009,5,Maggio,8,O.C. denso BTZ,"320,62",0,"31,39","289,23"
2009,6,Giugno,8,O.C. denso BTZ,"356,69",0,"31,39","325,3"
2009,7,Luglio,8,O.C. denso BTZ,"357,47",0,"31,39","326,08"
2009,8,Agosto,8,O.C. denso BTZ,"381,78",0,"31,39","350,39"
2009,9,Settembre,8,O.C. denso BTZ,"377,18",0,"31,39","345,79"
2009,10,Ottobre,8,O.C. denso BTZ,"375,24",0,"31,39","343,85"
2009,11,Novembre,8,O.C. denso BTZ,"400,79",0,"31,39","369,4"
2009,12,Dicembre,8,O.C. denso BTZ,"393,58",0,"31,39","362,19"
2010,1,Gennaio,8,O.C. denso BTZ,"412,81",0,"31,39","381,42"
2010,2,Febbraio,8,O.C. denso BTZ,"411,27",0,"31,39","379,88"
2010,3,Marzo,8,O.C. denso BTZ,"419,35",0,"31,39","387,96"
2010,4,Aprile,8,O.C. denso BTZ,"448,26",0,"31,39","416,87"
2010,5,Maggio,8,O.C. denso BTZ,"454,39",0,"31,39",423
2010,6,Giugno,8,O.C. denso BTZ,"447,53",0,"31,39","416,14"
2010,7,Luglio,8,O.C. denso BTZ,"446,78",0,"31,39","415,39"
2010,8,Agosto,8,O.C. denso BTZ,"449,92",0,"31,39","418,53"
2010,9,Settembre,8,O.C. denso BTZ,"439,43",0,"31,39","408,04"
2010,10,Ottobre,8,O.C. denso BTZ,"430,84",0,"31,39","399,45"
2010,11,Novembre,8,O.C. denso BTZ,"442,95",0,"31,39","411,56"
2010,12,Dicembre,8,O.C. denso BTZ,"466,99",0,"31,39","435,6"
2011,1,Gennaio,8,O.C. denso BTZ,"477,7",0,"31,39","446,31"
2011,2,Febbraio,8,O.C. denso BTZ,"500,96",0,"31,39","469,57"
2011,3,Marzo,8,O.C. denso BTZ,"567,7",0,"31,39","536,31"
2011,4,Aprile,8,O.C. denso BTZ,"589,39",0,"31,39",558
2011,5,Maggio,8,O.C. denso BTZ,"553,86",0,"31,39","522,47"
2011,6,Giugno,8,O.C. denso BTZ,"568,86",0,"31,39","537,47"
2011,7,Luglio,8,O.C. denso BTZ,"587,04",0,"31,39","555,65"
2011,8,Agosto,8,O.C. denso BTZ,"569,41",0,"31,39","538,02"
2011,9,Settembre,8,O.C. denso BTZ,"578,37",0,"31,39","546,98"
2011,10,Ottobre,8,O.C. denso BTZ,"578,16",0,"31,39","546,77"
2011,11,Novembre,8,O.C. denso BTZ,"597,47",0,"31,39","566,08"
2011,12,Dicembre,8,O.C. denso BTZ,"600,45",0,"31,39","569,06"
2012,1,Gennaio,8,O.C. denso BTZ,"647,47",0,"31,39","616,08"
2012,2,Febbraio,8,O.C. denso BTZ,"662,53",0,"31,39","631,14"
2012,3,Marzo,8,O.C. denso BTZ,"693,77",0,"31,39","662,38"
2012,4,Aprile,8,O.C. denso BTZ,"687,73",0,"31,39","656,34"
2012,5,Maggio,8,O.C. denso BTZ,"656,27",0,"31,39","624,88"
2012,6,Giugno,8,O.C. denso BTZ,"604,18",0,"31,39","572,79"
2012,7,Luglio,8,O.C. denso BTZ,"620,73",0,"31,39","589,34"
2012,8,Agosto,8,O.C. denso BTZ,"664,24",0,"31,39","632,85"
2012,9,Settembre,8,O.C. denso BTZ,"667,81",0,"31,39","636,42"
2012,10,Ottobre,8,O.C. denso BTZ,"621,85",0,"31,39","590,46"
2012,11,Novembre,8,O.C. denso BTZ,"599,65",0,"31,39","568,26"
2012,12,Dicembre,8,O.C. denso BTZ,"577,79",0,"31,39","546,4"
2013,1,Gennaio,8,O.C. denso BTZ,"597,96",0,"31,39","566,57"
2013,2,Febbraio,8,O.C. denso BTZ,"620,1",0,"31,39","588,71"
2013,3,Marzo,8,O.C. denso BTZ,"595,08",0,"31,39","563,69"
2013,4,Aprile,8,O.C. denso BTZ,"569,81",0,"31,39","538,42"
2013,5,Maggio,8,O.C. denso BTZ,"564,91",0,"31,39","533,52"
2013,6,Giugno,8,O.C. denso BTZ,"563,87",0,"31,39","532,48"
2013,7,Luglio,8,O.C. denso BTZ,"565,8",0,"31,39","534,41"
2013,8,Agosto,8,O.C. denso BTZ,"562,31",0,"31,39","530,92"
2013,9,Settembre,8,O.C. denso BTZ,"573,64",0,"31,39","542,25"
2013,10,Ottobre,8,O.C. denso BTZ,"549,39",0,"31,39",518
2013,11,Novembre,8,O.C. denso BTZ,"546,09",0,"31,39","514,7"
2013,12,Dicembre,8,O.C. denso BTZ,"558,51",0,"31,39","527,12"
2014,1,Gennaio,8,O.C. denso BTZ,"544,27",0,"31,39","512,88"
2014,2,Febbraio,8,O.C. denso BTZ,"577,52",0,"31,39","546,13"
2014,3,Marzo,8,O.C. denso BTZ,"575,73",0,"31,39","544,34"
2014,4,Aprile,8,O.C. denso BTZ,"570,46",0,"31,39","539,08"
2014,5,Maggio,8,O.C. denso BTZ,"567,71",0,"31,39","536,32"
2014,6,Giugno,8,O.C. denso BTZ,"583,96",0,"31,39","552,57"
2014,7,Luglio,8,O.C. denso BTZ,"561,98",0,"31,39","530,59"
2014,8,Agosto,8,O.C. denso BTZ,"545,1",0,"31,39","513,71"
2014,9,Settembre,8,O.C. denso BTZ,"551,22",0,"31,39","519,83"
2014,10,Ottobre,8,O.C. denso BTZ,"505,19",0,"31,39","473,8"
2014,11,Novembre,8,O.C. denso BTZ,"462,83",0,"31,39","431,44"
2014,12,Dicembre,8,O.C. denso BTZ,"399,04",0,"31,39","367,65"
2015,1,Gennaio,8,O.C. denso BTZ,"334,5",0,"31,39","303,11"
2015,2,Febbraio,8,O.C. denso BTZ,"371,86",0,"31,39","340,47"
2015,3,Marzo,8,O.C. denso BTZ,"395,58",0,"31,39","364,19"
2015,4,Aprile,8,O.C. denso BTZ,"403,52",0,"31,39","372,13"
2015,5,Maggio,8,O.C. denso BTZ,"421,13",0,"31,39","389,74"
2015,6,Giugno,8,O.C. denso BTZ,"406,11",0,"31,39","374,72"
2015,7,Luglio,8,O.C. denso BTZ,"388,19",0,"31,39","356,8"
2015,8,Agosto,8,O.C. denso BTZ,"337,42",0,"31,39","306,03"
2015,9,Settembre,8,O.C. denso BTZ,"313,47",0,"31,39","282,08"
2015,10,Ottobre,8,O.C. denso BTZ,"309,3",0,"31,39","277,91"
2015,11,Novembre,8,O.C. denso BTZ,"310,75",0,"31,39","279,36"
2015,12,Dicembre,8,O.C. denso BTZ,"273,13",0,"31,39","241,74"
2016,1,Gennaio,8,O.C. denso BTZ,"233,86",0,"31,39","202,47"
2016,2,Febbraio,8,O.C. denso BTZ,"233,18",0,"31,39","201,79"
2016,3,Marzo,8,O.C. denso BTZ,"248,16",0,"31,39","216,77"
2016,4,Aprile,8,O.C. denso BTZ,"256,01",0,"31,39","224,62"
2016,5,Maggio,8,O.C. denso BTZ,"286,55",0,"31,39","255,16"
2016,6,Giugno,8,O.C. denso BTZ,"319,61",0,"31,39","288,22"
2016,7,Luglio,8,O.C. denso BTZ,"327,36",0,"31,39","295,97"
2016,8,Agosto,8,O.C. denso BTZ,"312,4",0,"31,39","281,01"
2016,9,Settembre,8,O.C. denso BTZ,"328,25",0,"31,39","296,86"
2016,10,Ottobre,8,O.C. denso BTZ,"354,63",0,"31,39","323,24"
2016,11,Novembre,8,O.C. denso BTZ,"338,77",0,"31,39","307,38"
2016,12,Dicembre,8,O.C. denso BTZ,"390,95",0,"31,39","359,56"
2017,1,Gennaio,8,O.C. denso BTZ,"418,29",0,"31,39","386,9"
2017,2,Febbraio,8,O.C. denso BTZ,"404,54",0,"31,39","373,15"
2017,3,Marzo,8,O.C. denso BTZ,"380,89",0,"31,39","349,5"
2017,4,Aprile,8,O.C. denso BTZ,"386,55",0,"31,39","355,16"
2017,5,Maggio,8,O.C. denso BTZ,"377,67",0,"31,39","346,28"
2017,6,Giugno,8,O.C. denso BTZ,"356,01",0,"31,39","324,62"
2017,7,Luglio,8,O.C. denso BTZ,"352,3",0,"31,39","320,91"
2017,8,Agosto,8,O.C. denso BTZ,"352,78",0,"31,39","321,39"
2017,9,Settembre,8,O.C. denso BTZ,"367,52",0,"31,39","336,13"
2017,10,Ottobre,8,O.C. denso BTZ,"381,85",0,"31,39","350,46"
2017,11,Novembre,8,O.C. denso BTZ,"404,86",0,"31,39","373,47"
2017,12,Dicembre,8,O.C. denso BTZ,"399,95",0,"31,39","368,56"
2018,1,Gennaio,8,O.C. denso BTZ,"416,13",0,"31,39","384,74"
2018,2,Febbraio,8,O.C. denso BTZ,"391,3",0,"31,39","359,91"
2018,3,Marzo,8,O.C. denso BTZ,"386,27",0,"31,39","354,88"
2018,4,Aprile,8,O.C. denso BTZ,"412,33",0,"31,39","380,94"
2018,5,Maggio,8,O.C. denso BTZ,"460,17",0,"31,39","428,78"
2018,6,Giugno,8,O.C. denso BTZ,"465,88",0,"31,39","434,49"
2018,7,Luglio,8,O.C. denso BTZ,"468,34",0,"31,39","436,95"
2018,8,Agosto,8,O.C. denso BTZ,"463,35",0,"31,39","431,96"
2018,9,Settembre,8,O.C. denso BTZ,"472,08",0,"31,39","440,69"
2018,10,Ottobre,8,O.C. denso BTZ,"506,63",0,"31,39","475,24"
2018,11,Novembre,8,O.C. denso BTZ,"458,08",0,"31,39","426,69"
2018,12,Dicembre,8,O.C. denso BTZ,"423,69",0,"31,39","392,3"
2019,1,Gennaio,8,O.C. denso BTZ,"446,66",0,"31,39","415,27"
2019,2,Febbraio,8,O.C. denso BTZ,"477,54",0,"31,39","446,15"
2019,3,Marzo,8,O.C. denso BTZ,"490,25",0,"31,39","458,86"
2019,4,Aprile,8,O.C. denso BTZ,"500,02",0,"31,39","468,63"
2019,5,Maggio,8,O.C. denso BTZ,"498,61",0,"31,39","467,22"
2019,6,Giugno,8,O.C. denso BTZ,"482,91",0,"31,39","451,52"
2019,7,Luglio,8,O.C. denso BTZ,"494,3",0,"31,39","462,91"
2019,8,Agosto,8,O.C. denso BTZ,"461,99",0,"31,39","430,6"
2019,9,Settembre,8,O.C. denso BTZ,"465,36",0,"31,39","433,97"
2019,10,Ottobre,8,O.C. denso BTZ,"475,89",0,"31,39","444,5"
2019,11,Novembre,8,O.C. denso BTZ,"482,2",0,"31,39","450,81"
2019,12,Dicembre,8,O.C. denso BTZ,"521,99",0,"31,39","490,6"
2020,1,Gennaio,8,O.C. denso BTZ,"545,31",0,"31,39","513,92"
2020,2,Febbraio,8,O.C. denso BTZ,"484,88",0,"31,39","453,49"
2020,3,Marzo,8,O.C. denso BTZ,"358,03",0,"31,39","326,64"
2020,4,Aprile,8,O.C. denso BTZ,"290,57",0,"31,39","259,18"
2020,5,Maggio,8,O.C. denso BTZ,"325,65",0,"31,39","294,26"
2020,6,Giugno,8,O.C. denso BTZ,"372,56",0,"31,39","341,17"
2020,7,Luglio,8,O.C. denso BTZ,"371,69",0,"31,39","340,3"
2020,8,Agosto,8,O.C. denso BTZ,"362,16",0,"31,39","330,77"
2020,9,Settembre,8,O.C. denso BTZ,"351,42",0,"31,39","320,03"
2020,10,Ottobre,8,O.C. denso BTZ,364,0,"31,39","332,61"
2020,11,Novembre,8,O.C. denso BTZ,"378,75",0,"31,39","347,36"
2020,12,Dicembre,8,O.C. denso BTZ,"404,38",0,"31,39","372,99"
2021,1,Gennaio,8,O.C. denso BTZ,"429,6",0,"31,39","398,21"
2021,2,Febbraio,8,O.C. denso BTZ,"485,8",0,"31,39","454,41"
2021,3,Marzo,8,O.C. denso BTZ,"511,72",0,"31,39","480,33"
2021,4,Aprile,8,O.C. denso BTZ,"503,81",0,"31,39","472,42"
2021,5,Maggio,8,O.C. denso BTZ,"499,41",0,"31,39","468,02"
2021,6,Giugno,8,O.C. denso BTZ,"520,44",0,"31,39","489,05"
2021,7,Luglio,8,O.C. denso BTZ,"536,68",0,"31,39","505,29"
2021,8,Agosto,8,O.C. denso BTZ,"526,47",0,"31,39","495,08"
2021,9,Settembre,8,O.C. denso BTZ,"558,98",0,"31,39","527,59"
2021,10,Ottobre,8,O.C. denso BTZ,"610,65",0,"31,39","579,26"
2021,11,Novembre,8,O.C. denso BTZ,"611,05",0,"31,39","579,66"
2021,12,Dicembre,8,O.C. denso BTZ,"593,93",0,"31,39","562,54"
2022,1,Gennaio,8,O.C. denso BTZ,"641,75",0,"31,39","610,36"
2022,2,Febbraio,8,O.C. denso BTZ,"696,68",0,"31,39","665,29"
2022,3,Marzo,8,O.C. denso BTZ,"822,24",0,"31,39","790,85"
2022,4,Aprile,8,O.C. denso BTZ,"787,55",0,"31,39","756,16"
2022,5,Maggio,8,O.C. denso BTZ,"805,69",0,"31,39","774,3"
2022,6,Giugno,8,O.C. denso BTZ,"831,5",0,"31,39","800,11"
2022,7,Luglio,8,O.C. denso BTZ,"791,38",0,"31,39","759,99"
2022,8,Agosto,8,O.C. denso BTZ,"775,79",0,"31,39","744,4"
2022,9,Settembre,8,O.C. denso BTZ,"741,05",0,"31,39","709,66"
2022,10,Ottobre,8,O.C. denso BTZ,"747,62",0,"31,39","716,23"
2022,11,Novembre,8,O.C. denso BTZ,"698,15",0,"31,39","666,76"
2022,12,Dicembre,8,O.C. denso BTZ,"636,11",0,"31,39","604,72"
2023,1,Gennaio,8,O.C. denso BTZ,"642,27",0,"31,39","610,88"
2023,2,Febbraio,8,O.C. denso BTZ,"652,96",0,"31,39","621,57"
2023,3,Marzo,8,O.C. denso BTZ,"627,13",0,"31,39","595,74"
2023,4,Aprile,8,O.C. denso BTZ,"629,7",0,"31,39","598,31"
2023,5,Maggio,8,O.C. denso BTZ,"602,44",0,"31,39","571,05"
2023,6,Giugno,8,O.C. denso BTZ,"615,5",0,"31,39","584,11"
2023,7,Luglio,8,O.C. denso BTZ,"636,06",0,"31,39","604,67"
2023,8,Agosto,8,O.C. denso BTZ,"690,98",0,"31,39","659,59"
2023,9,Settembre,8,O.C. denso BTZ,"713,47",0,"31,39","682,08"
2023,10,Ottobre,8,O.C. denso BTZ,"690,69",0,"31,39","659,3"
2023,11,Novembre,8,O.C. denso BTZ,"647,83",0,"31,39","616,44"
2023,12,Dicembre,8,O.C. denso BTZ,"614,59",0,"31,39","583,2"
2024,1,Gennaio,8,O.C. denso BTZ,"629,58",0,"31,39","598,19"
2024,2,Febbraio,8,O.C. denso BTZ,"648,88",0,"31,39","617,49"
2024,3,Marzo,8,O.C. denso BTZ,"662,75",0,"31,39","631,36"
2024,4,Aprile,8,O.C. denso BTZ,"665,26",0,"31,39","633,87"
2024,5,Maggio,8,O.C. denso BTZ,"632,19",0,"31,39","600,8"
2024,6,Giugno,8,O.C. denso BTZ,"657,24",0,"31,39","625,85"
2024,7,Luglio,8,O.C. denso BTZ,"667,07",0,"31,39","635,68"
2024,8,Agosto,8,O.C. denso BTZ,"646,15",0,"31,39","614,76"
