Area,ISO 3 code,Year,Area type,Continent,Ember region,EU,OECD,G20,G7,ASEAN,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Clean,GW,17.31,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Fossil,GW,65.05,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Gas and Other Fossil,GW,56.38,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GW,16.93,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Renewables,GW,17.31,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Wind and Solar,GW,0.38,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Bioenergy,GW,0.4,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Coal,GW,8.67,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Gas,GW,53.35,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Hydro,GW,16.39,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Nuclear,GW,0.0,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Other Fossil,GW,3.03,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Other Renewables,GW,0.14,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Solar,GW,0.02,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Wind,GW,0.36,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity demand,Demand,Demand,TWh,314.29,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity demand,Demand per capita,Demand per capita,MWh,5.49,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Clean,%,18.84,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Fossil,%,81.16,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,71.42,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,18.62,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Renewables,%,18.84,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Wind and Solar,%,0.22,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Clean,TWh,50.87,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Fossil,TWh,219.07,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,192.79,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,50.29,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Renewables,TWh,50.87,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0.58,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Bioenergy,%,0.51,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Coal,%,9.74,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Gas,%,37.55,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Hydro,%,16.37,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Nuclear,%,0.0,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Fossil,%,33.87,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Renewables,%,1.74,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Solar,%,0.01,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Wind,%,0.21,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Bioenergy,TWh,1.39,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Coal,TWh,26.28,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Gas,TWh,101.36,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Hydro,TWh,44.2,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Nuclear,TWh,0.0,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Fossil,TWh,91.43,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Renewables,TWh,4.7,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Solar,TWh,0.02,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Wind,TWh,0.56,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Total,Total Generation,TWh,269.94,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity imports,Electricity imports,Net Imports,TWh,44.35,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Clean,mtCO2,1.54,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Fossil,mtCO2,133.88,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,109.24,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,1.53,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Renewables,mtCO2,1.54,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,0.01,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,501.67,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Bioenergy,mtCO2,0.3,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Coal,mtCO2,24.64,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Gas,mtCO2,49.08,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Hydro,mtCO2,1.05,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Nuclear,mtCO2,0.0,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Other Fossil,mtCO2,60.16,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Other Renewables,mtCO2,0.18,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Solar,mtCO2,0.0,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Wind,mtCO2,0.01,,
Italy,ITA,2000,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Total,Total emissions,mtCO2,135.42,,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Clean,GW,17.72,0.41,2.37
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Fossil,GW,65.48,0.43,0.66
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Gas and Other Fossil,GW,56.88,0.5,0.89
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GW,17.04,0.11,0.65
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Renewables,GW,17.72,0.41,2.37
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Wind and Solar,GW,0.68,0.3,78.95
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Bioenergy,GW,0.42,0.02,5.0
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Coal,GW,8.6,-0.07,-0.81
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Gas,GW,53.57,0.22,0.41
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Hydro,GW,16.46,0.07,0.43
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Nuclear,GW,0.0,0.0,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Other Fossil,GW,3.31,0.28,9.24
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Other Renewables,GW,0.16,0.02,14.29
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Solar,GW,0.02,0.0,0.0
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Wind,GW,0.66,0.3,83.33
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity demand,Demand,Demand,TWh,320.28,5.99,1.91
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity demand,Demand per capita,Demand per capita,MWh,5.59,0.1,1.82
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Clean,%,19.99,,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Fossil,%,80.01,,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,68.34,,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,19.55,,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Renewables,%,19.99,,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Wind and Solar,%,0.44,,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Clean,TWh,54.35,3.48,6.84
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Fossil,TWh,217.55,-1.52,-0.69
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,185.82,-6.97,-3.62
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,53.15,2.86,5.69
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Renewables,TWh,54.35,3.48,6.84
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,1.2,0.62,106.9
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Bioenergy,%,0.67,,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Coal,%,11.67,,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Gas,%,38.32,,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Hydro,%,17.22,,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Nuclear,%,0.0,,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Fossil,%,30.02,,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Renewables,%,1.66,,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Solar,%,0.01,,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Wind,%,0.43,,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Bioenergy,TWh,1.83,0.44,31.65
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Coal,TWh,31.73,5.45,20.74
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Gas,TWh,104.19,2.83,2.79
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Hydro,TWh,46.81,2.61,5.9
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Nuclear,TWh,0.0,0.0,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Fossil,TWh,81.63,-9.8,-10.72
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Renewables,TWh,4.51,-0.19,-4.04
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Solar,TWh,0.02,0.0,0.0
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Wind,TWh,1.18,0.62,110.71
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Total,Total Generation,TWh,271.9,1.96,0.73
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity imports,Electricity imports,Net Imports,TWh,48.38,4.03,9.09
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Clean,mtCO2,1.69,0.15,9.74
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Fossil,mtCO2,133.9,0.02,0.01
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,104.16,-5.08,-4.65
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,1.68,0.15,9.8
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Renewables,mtCO2,1.69,0.15,9.74
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,0.01,0.0,0.0
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,498.68,-2.99,-0.6
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Bioenergy,mtCO2,0.4,0.1,33.33
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Coal,mtCO2,29.74,5.1,20.7
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Gas,mtCO2,50.45,1.37,2.79
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Hydro,mtCO2,1.11,0.06,5.71
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Nuclear,mtCO2,0.0,0.0,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Other Fossil,mtCO2,53.71,-6.45,-10.72
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Other Renewables,mtCO2,0.17,-0.01,-5.56
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Solar,mtCO2,0.0,0.0,
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Wind,mtCO2,0.01,0.0,0.0
Italy,ITA,2001,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Total,Total emissions,mtCO2,135.59,0.17,0.13
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Clean,GW,18.06,0.34,1.92
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Fossil,GW,65.45,-0.03,-0.05
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Gas and Other Fossil,GW,56.85,-0.03,-0.05
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GW,17.26,0.22,1.29
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Renewables,GW,18.06,0.34,1.92
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Wind and Solar,GW,0.8,0.12,17.65
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Bioenergy,GW,0.51,0.09,21.43
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Coal,GW,8.6,0.0,0.0
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Gas,GW,53.54,-0.03,-0.06
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Hydro,GW,16.56,0.1,0.61
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Nuclear,GW,0.0,0.0,
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Other Fossil,GW,3.31,0.0,0.0
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Other Renewables,GW,0.19,0.03,18.75
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Solar,GW,0.02,0.0,0.0
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Wind,GW,0.78,0.12,18.18
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity demand,Demand,Demand,TWh,328.13,7.85,2.45
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity demand,Demand per capita,Demand per capita,MWh,5.71,0.12,2.15
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Clean,%,17.41,,
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Fossil,%,82.59,,
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,69.82,,
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,16.9,,
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Renewables,%,17.41,,
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Wind and Solar,%,0.51,,
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Clean,TWh,48.31,-6.04,-11.11
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Fossil,TWh,229.22,11.67,5.36
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,193.77,7.95,4.28
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,46.89,-6.26,-11.78
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Renewables,TWh,48.31,-6.04,-11.11
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,1.42,0.22,18.33
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Bioenergy,%,0.98,,
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Coal,%,12.77,,
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Gas,%,35.82,,
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Hydro,%,14.24,,
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Nuclear,%,0.0,,
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Fossil,%,34.0,,
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Renewables,%,1.68,,
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Solar,%,0.01,,
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Wind,%,0.5,,
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Bioenergy,TWh,2.71,0.88,48.09
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Coal,TWh,35.45,3.72,11.72
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Gas,TWh,99.41,-4.78,-4.59
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Hydro,TWh,39.52,-7.29,-15.57
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Nuclear,TWh,0.0,0.0,
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Fossil,TWh,94.36,12.73,15.59
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Renewables,TWh,4.66,0.15,3.33
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Solar,TWh,0.02,0.0,0.0
Italy,ITA,2002,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Wind,TWh,1.4,0.22,18.64
