date,lat,lon,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,wind_speed_10m_ms,wind_dir_10m_deg,shortwave_kwh_m2_day,relative_humidity_pct,surface_pressure_kpa
2015-01-01,36.5,13.0,12.43,13.87,8.7,5.31,9.95,15.9,1.2876,71.53,102.05
2015-01-02,36.5,13.0,13.41,13.9,12.88,0.0,5.85,359.0,2.6856,64.74,102.89
2015-01-03,36.5,13.0,14.97,15.86,13.45,0.15,9.24,313.5,2.5558,76.78,103.09
2015-01-04,36.5,13.0,16.1,16.33,15.77,0.08,12.42,304.0,1.2334,81.88,102.28
2015-01-05,36.5,13.0,14.63,16.11,13.42,0.18,9.57,0.1,2.8346,68.83,102.46
2015-01-06,36.5,13.0,14.5,14.97,13.53,0.0,6.94,313.7,3.1651,64.67,102.58
2015-01-07,36.5,13.0,14.72,15.23,14.31,0.0,2.86,319.9,3.0336,67.9,102.96
2015-01-08,36.5,13.0,15.17,15.52,14.89,0.0,4.82,303.4,2.6345,73.42,103.4
2015-01-09,36.5,13.0,15.24,15.74,14.29,0.0,8.32,309.5,2.022,73.12,103.59
2015-01-10,36.5,13.0,15.93,16.29,15.45,0.0,10.41,308.0,1.3802,83.71,102.76
2015-01-11,36.5,13.0,16.06,16.42,15.72,0.0,9.27,300.1,3.0761,86.87,102.23
2015-01-12,36.5,13.0,15.97,16.39,15.38,0.0,9.2,337.2,3.2388,74.39,102.77
2015-01-13,36.5,13.0,14.95,15.38,14.7,0.0,3.52,317.4,3.348,65.08,103.0
2015-01-14,36.5,13.0,15.88,16.47,14.78,0.0,4.91,278.8,2.9966,76.94,102.42
2015-01-15,36.5,13.0,15.45,15.76,15.06,0.0,4.43,301.6,3.4114,84.24,102.41
2015-01-16,36.5,13.0,16.01,16.24,15.46,0.03,6.16,189.7,2.7142,80.4,102.07
2015-01-17,36.5,13.0,16.1,16.26,15.93,0.23,4.2,161.2,2.7523,88.97,101.82
2015-01-18,36.5,13.0,15.61,16.33,14.23,4.3,5.47,211.0,1.188,85.48,101.43
2015-01-19,36.5,13.0,14.2,14.75,13.98,0.32,5.96,228.4,1.7563,75.7,101.29
2015-01-20,36.5,13.0,15.07,15.49,14.46,2.0,3.55,221.6,1.8206,70.24,100.88
2015-01-21,36.5,13.0,15.04,15.44,14.45,0.0,5.21,213.5,3.3612,66.94,101.22
2015-01-22,36.5,13.0,14.84,15.37,13.64,22.22,6.89,229.3,1.9831,73.44,100.68
2015-01-23,36.5,13.0,13.48,14.66,12.52,8.4,11.12,276.6,1.6886,76.42,100.36
2015-01-24,36.5,13.0,14.24,14.62,13.74,6.1,12.01,307.6,2.5325,76.74,100.67
2015-01-25,36.5,13.0,13.81,14.47,13.18,2.36,7.1,291.2,2.4115,69.77,101.03
2015-01-26,36.5,13.0,13.35,14.71,11.9,1.27,3.15,209.9,1.9927,62.13,101.28
2015-01-27,36.5,13.0,13.0,13.58,12.54,4.36,7.57,321.3,3.1481,75.49,101.44
2015-01-28,36.5,13.0,12.67,13.34,12.01,3.95,11.34,319.2,2.1948,71.53,101.03
2015-01-29,36.5,13.0,13.1,14.11,12.39,0.42,9.88,308.4,3.2758,68.87,101.05
2015-01-30,36.5,13.0,14.97,15.66,14.42,7.62,10.92,241.4,1.0673,77.2,99.94
2015-01-31,36.5,13.0,15.3,16.07,14.38,10.66,9.96,242.2,2.7494,85.53,99.22
2015-02-01,36.5,13.0,13.04,14.08,11.73,7.0,12.18,276.6,3.1747,74.77,100.05
2015-02-02,36.5,13.0,11.97,12.76,11.13,6.15,12.22,281.1,3.0343,70.62,100.9
2015-02-03,36.5,13.0,13.84,15.33,12.62,0.58,9.78,229.7,3.7946,67.14,100.82
2015-02-04,36.5,13.0,15.0,15.28,14.64,0.02,7.86,191.5,3.6074,75.8,100.49
2015-02-05,36.5,13.0,14.0,15.25,12.46,0.15,7.05,274.7,2.3494,74.64,100.11
2015-02-06,36.5,13.0,12.67,13.9,11.48,0.7,9.81,264.9,3.5498,66.17,100.89
2015-02-07,36.5,13.0,12.63,13.26,12.11,0.06,7.39,278.1,3.2338,64.01,101.66
2015-02-08,36.5,13.0,12.73,13.27,12.41,4.54,9.93,288.8,2.5546,72.23,101.36
2015-02-09,36.5,13.0,10.67,12.92,9.37,3.14,14.08,342.5,3.0065,69.6,101.26
2015-02-10,36.5,13.0,13.0,14.03,10.41,0.0,10.26,346.2,3.7699,67.01,102.02
2015-02-11,36.5,13.0,13.93,14.14,13.65,0.0,5.83,331.9,3.9437,74.71,102.19
2015-02-12,36.5,13.0,13.27,13.84,12.82,0.02,3.41,23.7,3.5614,80.45,102.07
2015-02-13,36.5,13.0,12.78,13.17,12.39,1.85,4.81,125.0,1.9586,84.77,102.09
2015-02-14,36.5,13.0,12.7,13.45,12.2,0.95,2.44,183.9,2.0443,80.14,101.75
2015-02-15,36.5,13.0,13.97,14.94,12.89,0.93,4.68,220.6,3.588,76.44,101.5
2015-02-16,36.5,13.0,14.18,14.97,12.16,8.58,5.69,169.9,2.7636,78.38,101.22
2015-02-17,36.5,13.0,12.81,13.95,11.78,5.91,1.96,210.0,2.1456,78.5,101.35
2015-02-18,36.5,13.0,14.25,14.92,13.43,11.27,4.87,95.1,2.4362,76.7,102.09
2015-02-19,36.5,13.0,13.52,13.68,13.21,4.91,8.12,97.8,3.954,71.81,102.79
2015-02-20,36.5,13.0,12.89,13.39,12.37,0.01,3.24,139.3,3.4682,66.62,102.53
2015-02-21,36.5,13.0,14.01,14.68,13.14,19.69,9.69,158.4,1.0529,82.09,101.11
2015-02-22,36.5,13.0,13.38,14.86,12.4,8.33,7.83,218.8,2.7288,84.39,99.66
2015-02-23,36.5,13.0,13.51,14.09,12.27,19.8,9.83,323.7,2.3556,79.54,100.36
2015-02-24,36.5,13.0,13.7,14.57,12.31,4.1,11.59,282.3,2.2663,78.34,100.75
2015-02-25,36.5,13.0,12.5,13.09,11.46,13.43,13.62,253.7,3.0516,71.76,100.5
2015-02-26,36.5,13.0,12.94,13.41,12.6,15.87,5.51,280.2,2.7662,78.87,100.33
2015-02-27,36.5,13.0,13.46,14.02,12.92,6.33,8.05,324.9,4.5598,76.71,100.92
2015-02-28,36.5,13.0,13.5,13.93,13.17,1.68,3.22,307.7,2.663,72.45,101.55
2015-03-01,36.5,13.0,12.98,13.5,12.36,2.36,6.76,316.1,4.5468,77.82,102.03
2015-03-02,36.5,13.0,13.59,15.26,12.68,0.03,6.45,270.9,4.5334,81.86,102.34
2015-03-03,36.5,13.0,15.43,15.67,15.23,0.0,6.77,284.0,4.8679,89.39,102.41
2015-03-04,36.5,13.0,15.52,15.79,15.33,0.07,4.8,203.2,4.8814,87.17,102.17
2015-03-05,36.5,13.0,13.41,15.75,12.59,4.96,13.43,279.1,1.9157,75.05,101.21
2015-03-06,36.5,13.0,12.43,12.9,11.9,3.81,12.85,327.0,3.8616,73.99,101.39
2015-03-07,36.5,13.0,12.78,13.0,12.25,1.17,9.21,350.9,4.9426,68.79,101.75
2015-03-08,36.5,13.0,12.51,12.74,11.96,0.8,3.0,16.0,4.5418,63.84,101.58
2015-03-09,36.5,13.0,12.71,13.51,11.64,3.87,4.32,20.6,4.3308,75.56,101.8
2015-03-10,36.5,13.0,13.68,14.13,13.28,2.08,6.81,352.9,4.3817,75.11,102.19
2015-03-11,36.5,13.0,13.42,13.92,12.91,0.68,8.04,310.3,4.1527,78.75,102.22
2015-03-12,36.5,13.0,13.92,14.55,12.7,0.13,8.39,306.4,4.7952,78.76,101.63
2015-03-13,36.5,13.0,13.33,13.64,12.68,0.0,7.57,333.2,5.683,68.93,101.82
2015-03-14,36.5,13.0,13.64,14.16,13.26,0.0,3.78,265.7,5.5702,69.31,102.09
2015-03-15,36.5,13.0,14.6,14.91,14.2,0.0,10.88,126.8,4.3735,79.88,101.92
2015-03-16,36.5,13.0,14.77,15.26,14.19,8.3,13.54,128.3,0.8371,86.5,101.77
2015-03-17,36.5,13.0,14.72,15.15,14.02,6.83,6.25,284.8,4.3298,82.65,101.84
2015-03-18,36.5,13.0,13.93,14.19,13.62,0.02,3.19,334.8,5.7828,73.37,102.03
2015-03-19,36.5,13.0,14.58,15.03,13.86,0.11,4.52,131.0,5.55,81.2,102.01
2015-03-20,36.5,13.0,14.87,15.08,14.29,0.22,7.89,119.2,5.3796,79.01,101.98
2015-03-21,36.5,13.0,13.86,14.5,13.11,0.06,11.56,115.0,4.4628,75.97,101.65
2015-03-22,36.5,13.0,14.67,14.99,14.52,0.07,5.7,164.1,4.6721,93.84,100.85
2015-03-23,36.5,13.0,14.66,14.86,14.45,0.0,3.21,311.3,5.9316,88.49,101.33
2015-03-24,36.5,13.0,14.97,15.62,14.33,5.27,10.59,110.8,1.5466,90.15,100.59
2015-03-25,36.5,13.0,15.09,15.63,14.61,1.16,6.9,184.0,5.9635,89.34,100.09
2015-03-26,36.5,13.0,14.88,15.52,13.57,17.59,4.35,156.1,1.752,91.72,100.33
2015-03-27,36.5,13.0,14.25,14.71,13.52,4.48,10.59,312.1,3.8678,81.45,100.61
2015-03-28,36.5,13.0,14.69,14.99,14.34,0.9,11.34,324.4,4.1436,83.07,100.88
2015-03-29,36.5,13.0,14.68,14.89,14.35,0.01,10.08,313.3,6.491,80.28,101.46
2015-03-30,36.5,13.0,15.45,16.38,14.64,0.04,11.19,297.2,4.632,82.21,101.43
2015-03-31,36.5,13.0,15.32,15.78,15.1,0.0,9.51,304.4,6.2981,89.54,101.66
2015-04-01,36.5,13.0,15.37,15.81,14.86,0.0,12.39,305.5,6.8035,81.97,101.64
2015-04-02,36.5,13.0,14.5,14.89,14.16,0.0,8.81,308.1,6.4303,76.38,101.88
2015-04-03,36.5,13.0,14.78,15.01,14.25,0.04,8.93,310.8,5.9638,77.91,101.59
2015-04-04,36.5,13.0,14.69,15.09,14.39,0.04,5.29,191.9,5.472,80.4,101.36
2015-04-05,36.5,13.0,15.07,15.53,14.79,0.02,7.06,293.8,6.2256,81.36,100.92
2015-04-06,36.5,13.0,14.12,14.68,13.48,0.09,10.46,317.0,6.7495,72.6,101.42
2015-04-07,36.5,13.0,13.57,14.39,12.58,0.02,8.74,359.2,6.5143,63.55,101.99
2015-04-08,36.5,13.0,13.17,13.84,11.88,0.74,10.09,351.9,6.5009,64.22,102.44
2015-04-09,36.5,13.0,14.25,15.17,13.05,0.03,6.58,351.5,6.9811,64.77,102.65
2015-04-10,36.5,13.0,14.82,15.26,14.39,0.0,3.47,227.6,7.2482,67.24,102.95
2015-04-11,36.5,13.0,14.67,14.89,14.27,0.0,5.54,189.1,6.5316,76.45,102.79
2015-04-12,36.5,13.0,14.82,15.1,14.32,0.0,2.15,174.1,6.9062,76.57,102.71
