date,lat,lon,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,wind_speed_10m_ms,wind_dir_10m_deg,shortwave_kwh_m2_day,relative_humidity_pct,surface_pressure_kpa
2015-01-01,45.5,16.0,-7.66,-4.58,-11.69,0.05,0.81,133.4,0.5986,81.87,102.03
2015-01-02,45.5,16.0,-2.36,1.71,-6.09,0.11,1.86,239.8,1.248,96.11,101.46
2015-01-03,45.5,16.0,0.36,3.59,-1.94,0.67,1.69,131.3,0.9233,97.51,100.96
2015-01-04,45.5,16.0,0.17,4.35,-2.88,0.13,2.22,317.7,1.7587,92.47,100.45
2015-01-05,45.5,16.0,-0.16,3.23,-3.71,0.71,2.33,322.5,1.2982,90.88,101.05
2015-01-06,45.5,16.0,-0.35,2.96,-3.48,0.19,1.52,7.5,1.4482,90.2,101.06
2015-01-07,45.5,16.0,-2.69,1.18,-4.25,0.0,1.69,94.4,1.4834,92.64,101.56
2015-01-08,45.5,16.0,-1.86,1.36,-5.07,0.02,1.1,165.1,0.9677,96.74,101.66
2015-01-09,45.5,16.0,1.75,3.48,-0.1,0.04,2.48,236.3,0.7646,99.6,101.15
2015-01-10,45.5,16.0,6.2,11.76,2.79,0.02,4.45,243.9,1.5276,96.88,99.91
2015-01-11,45.5,16.0,4.2,10.63,-1.56,22.06,2.57,262.4,0.8028,98.08,99.87
2015-01-12,45.5,16.0,0.57,6.92,-3.53,0.22,2.64,235.3,1.609,91.2,101.01
2015-01-13,45.5,16.0,3.86,10.24,0.34,0.01,3.02,224.5,2.1485,94.95,100.87
2015-01-14,45.5,16.0,5.99,11.68,3.28,0.09,2.98,232.9,1.8312,95.16,100.27
2015-01-15,45.5,16.0,5.21,10.4,2.86,1.06,1.83,217.4,1.9195,96.51,100.4
2015-01-16,45.5,16.0,6.88,13.41,3.69,0.0,3.05,208.1,2.0734,95.36,100.12
2015-01-17,45.5,16.0,6.3,9.62,3.49,0.2,2.24,193.2,0.8986,98.86,99.85
2015-01-18,45.5,16.0,5.91,6.79,4.89,1.88,2.08,5.6,0.6199,98.14,100.03
2015-01-19,45.5,16.0,4.01,6.1,1.57,0.82,1.5,68.6,0.7032,95.19,99.78
2015-01-20,45.5,16.0,2.4,4.01,0.86,2.91,1.19,42.3,0.7368,96.68,99.62
2015-01-21,45.5,16.0,3.92,5.5,2.48,1.35,1.78,34.0,0.6058,96.89,99.74
2015-01-22,45.5,16.0,4.03,6.48,1.97,0.7,2.04,54.2,0.8926,96.54,99.73
